CML23-,Origin (Package),Packed?,Who/What,Description,Female parent,Male parent,Female genotype,Male genotype,Number/Selection,row_design,column_design,rep
2251,LANGEBIO, ,AL/JL,HI79,UNISEM21A_104,x sib,HI79-101,x sib,14K,11,1,1
2252,LANGEBIO, ,AL/JL,HI79,UNISEM21A_210,x sib,HI79-206,x sib,14K,11,2,1
2253,LANGEBIO, ,AL/JL,HI93,UNISEM21A_832,x sib,HI93-191,x sib,14K,11,3,1
2254,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,11,4,50
2255,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1025,x sib,HI93-025,x sib,14K,11,5,1
2256,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,11,6,50
2257,LANGEBIO, ,AL/JL,HI73,UNISEM21A_676,x sib,HI73-276,x sib,14K,11,7,1
2258,LANGEBIO, ,AL/JL,HI79,UNISEM21A_321,x sib,HI79-313,x sib,14K,11,8,1
2259,LANGEBIO, ,AL/JL,HI79,UNISEM21A_240,x sib,HI79-233,x sib,14K,11,9,2
2260,LANGEBIO, ,AL/JL,HI93,UNISEM21A_762,x sib,HI93-124,x sib,14K,11,10,1
2261,LANGEBIO, ,AL/JL,HI73,UNISEM21A_638,x sib,HI73-241,x sib,14K,11,11,1
2262,LANGEBIO, ,AL/JL,HI79,UNISEM21A_47,x sib,HI79-044,x sib,14K,11,12,1
2263,LANGEBIO, ,AL/JL,HI93,UNISEM21A_969,x sib,HI93-325,x sib,14K,11,13,1
2264,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,11,14,50
2265,LANGEBIO, ,AL/JL,HI79,UNISEM21A_292,x sib,HI79-284,x sib,14K,11,15,1
2266,LANGEBIO, ,AL/JL,HI73,UNISEM21A_427,x sib,HI73-045,x sib,14K,11,16,1
2267,LANGEBIO, ,AL/JL,HI73,UNISEM21A_566,x sib,HI73-177,x sib,14K,11,17,2
2268,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,11,18,50
2269,LANGEBIO, ,AL/JL,HI79,UNISEM21A_252,x sib,HI79-244,x sib,14K,11,19,1
2270,LANGEBIO, ,AL/JL,HI79,UNISEM21A_132,x sib,HI79-129,x sib,14K,11,20,2
2271,LANGEBIO, ,AL/JL,HI79,UNISEM21A_242,x sib,HI79-235,x sib,14K,11,21,2
2272,LANGEBIO, ,AL/JL,HI79,UNISEM21A_308,x sib,HI79-300,x sib,14K,11,22,1
2273,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,11,23,50
2274,LANGEBIO, ,AL/JL,HI73,UNISEM21A_387,x sib,HI73-005,x sib,14K,11,24,2
2275,LANGEBIO, ,AL/JL,HI73,UNISEM21A_519,x sib,HI73-134,x sib,14K,11,25,2
2276,LANGEBIO, ,AL/JL,HI93,UNISEM21A_862,x sib,HI93-221,x sib,14K,12,25,1
2277,LANGEBIO, ,AL/JL,HI79,UNISEM21A_244,x sib,HI79-237,x sib,14K,12,24,1
2278,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,12,23,50
2279,LANGEBIO, ,AL/JL,HI79,UNISEM21A_355,x sib,HI79-346,x sib,14K,12,22,2
2280,LANGEBIO, ,AL/JL,HI79,UNISEM21A_135,x sib,HI79-132,x sib,14K,12,21,1
2281,LANGEBIO, ,AL/JL,HI93,UNISEM21A_976,x sib,HI93-331,x sib,14K,12,20,1
2282,LANGEBIO, ,AL/JL,HI93,UNISEM21A_998,x sib,HI93-351,x sib,14K,12,19,2
2283,LANGEBIO, ,AL/JL,HI79,UNISEM21A_319,x sib,HI79-311,x sib,14K,12,18,1
2284,LANGEBIO, ,AL/JL,HI73,UNISEM21A_403,x sib,HI73-021,x sib,14K,12,17,2
2285,LANGEBIO, ,AL/JL,HI79,UNISEM21A_29,x sib,HI79-026,x sib,14K,12,16,2
2286,LANGEBIO, ,AL/JL,HI73,UNISEM21A_543,x sib,HI73-156,x sib,14K,12,15,2
2287,LANGEBIO, ,AL/JL,HI79,UNISEM21A_227,x sib,HI79-221,x sib,14K,12,14,2
2288,LANGEBIO, ,AL/JL,HI73,UNISEM21A_652,x sib,HI73-255,x sib,14K,12,13,2
2289,LANGEBIO, ,AL/JL,HI93,UNISEM21A_687,x sib,HI93-050,x sib,14K,12,12,1
2290,LANGEBIO, ,AL/JL,HI93,UNISEM21A_927,x sib,HI93-283,x sib,14K,12,11,1
2291,LANGEBIO, ,AL/JL,HI79,UNISEM21A_127,x sib,HI79-124,x sib,14K,12,10,2
2292,LANGEBIO, ,AL/JL,HI79,UNISEM21A_129,x sib,HI79-126,x sib,14K,12,9,1
2293,LANGEBIO, ,AL/JL,HI73,UNISEM21A_398,x sib,HI73-016,x sib,14K,12,8,2
2294,LANGEBIO, ,AL/JL,HI73,UNISEM21A_619,x sib,HI73-222,x sib,14K,12,7,2
2295,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1029,x sib,HI93-029,x sib,14K,12,6,2
2296,LANGEBIO, ,AL/JL,HI93,UNISEM21A_697,x sib,HI93-060,x sib,14K,12,5,1
2297,LANGEBIO, ,AL/JL,HI73,UNISEM21A_503,x sib,HI73-119,x sib,14K,12,4,2
2298,LANGEBIO, ,AL/JL,HI93,UNISEM21A_698,x sib,HI93-061,x sib,14K,12,3,2
2299,LANGEBIO, ,AL/JL,HI73,UNISEM21A_590,x sib,HI73-198,x sib,14K,12,2,2
2300,LANGEBIO, ,AL/JL,HI79,UNISEM21A_183,x sib,HI79-179,x sib,14K,12,1,2
2301,LANGEBIO, ,AL/JL,HI79,UNISEM21A_262,x sib,HI79-254,x sib,14K,13,1,1
2302,LANGEBIO, ,AL/JL,HI73,UNISEM21A_398,x sib,HI73-016,x sib,14K,13,2,2
2303,LANGEBIO, ,AL/JL,HI73,UNISEM21A_404,x sib,HI73-022,x sib,14K,13,3,1
2304,LANGEBIO, ,AL/JL,HI73,UNISEM21A_478,x sib,HI73-095,x sib,14K,13,4,2
2305,LANGEBIO, ,AL/JL,HI79,UNISEM21A_199,x sib,HI79-195,x sib,14K,13,5,2
2306,LANGEBIO, ,AL/JL,HI79,UNISEM21A_122,x sib,HI79-119,x sib,14K,13,6,2
2307,LANGEBIO, ,AL/JL,HI73,UNISEM21A_645,x sib,HI73-248,x sib,14K,13,7,1
2308,LANGEBIO, ,AL/JL,HI79,UNISEM21A_340,x sib,HI79-332,x sib,14K,13,8,2
2309,LANGEBIO, ,AL/JL,HI79,UNISEM21A_356,x sib,HI79-347,x sib,14K,13,9,1
2310,LANGEBIO, ,AL/JL,HI93,UNISEM21A_691,x sib,HI93-054,x sib,14K,13,10,2
2311,LANGEBIO, ,AL/JL,HI73,UNISEM21A_560,x sib,HI73-173,x sib,14K,13,11,2
2312,LANGEBIO, ,AL/JL,HI93,UNISEM21A_996,x sib,HI93-350,x sib,14K,13,12,2
2313,LANGEBIO, ,AL/JL,HI79,UNISEM21A_125,x sib,HI79-122,x sib,14K,13,13,2
2314,LANGEBIO, ,AL/JL,HI93,UNISEM21A_757,x sib,HI93-119,x sib,14K,13,14,2
2315,LANGEBIO, ,AL/JL,HI79,UNISEM21A_149,x sib,HI79-145,x sib,14K,13,15,1
2316,LANGEBIO, ,AL/JL,HI93,UNISEM21A_998,x sib,HI93-351,x sib,14K,13,16,2
2317,LANGEBIO, ,AL/JL,HI73,UNISEM21A_390,x sib,HI73-008,x sib,14K,13,17,1
2318,LANGEBIO, ,AL/JL,HI93,UNISEM21A_960,x sib,HI93-316,x sib,14K,13,18,2
2319,LANGEBIO, ,AL/JL,HI93,UNISEM21A_884,x sib,HI93-242,x sib,14K,13,19,1
2320,LANGEBIO, ,AL/JL,HI73,UNISEM21A_488,x sib,HI73-105,x sib,14K,13,20,2
2321,LANGEBIO, ,AL/JL,HI93,UNISEM21A_981,x sib,HI93-336,x sib,14K,13,21,1
2322,LANGEBIO, ,AL/JL,HI93,UNISEM21A_699,x sib,HI93-062,x sib,14K,13,22,2
2323,LANGEBIO, ,AL/JL,HI93,UNISEM21A_695,x sib,HI93-058,x sib,14K,13,23,1
2324,LANGEBIO, ,AL/JL,HI79,UNISEM21A_27,x sib,HI79-024,x sib,14K,13,24,2
2325,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1027,x sib,HI93-027,x sib,14K,13,25,2
2326,LANGEBIO, ,AL/JL,HI73,UNISEM21A_460,x sib,HI73-078,x sib,14K,14,25,2
2327,LANGEBIO, ,AL/JL,HI79,UNISEM21A_272,x sib,HI79-264,x sib,14K,14,24,1
2328,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,14,23,50
2329,LANGEBIO, ,AL/JL,HI93,UNISEM21A_774,x sib,HI93-136,x sib,14K,14,22,2
2330,LANGEBIO, ,AL/JL,HI79,UNISEM21A_254,x sib,HI79-246,x sib,14K,14,21,1
2331,LANGEBIO, ,AL/JL,HI73,UNISEM21A_497,x sib,HI73-114,x sib,14K,14,20,2
2332,LANGEBIO, ,AL/JL,HI79,UNISEM21A_195,x sib,HI79-191,x sib,14K,14,19,1
2333,LANGEBIO, ,AL/JL,HI93,UNISEM21A_996,x sib,HI93-350,x sib,14K,14,18,2
2334,LANGEBIO, ,AL/JL,HI93,UNISEM21A_733,x sib,HI93-095,x sib,14K,14,17,1
2335,LANGEBIO, ,AL/JL,HI93,UNISEM21A_856,x sib,HI93-215,x sib,14K,14,16,1
2336,LANGEBIO, ,AL/JL,HI79,UNISEM21A_161,x sib,HI79-157,x sib,14K,14,15,1
2337,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,14,14,50
2338,LANGEBIO, ,AL/JL,HI73,UNISEM21A_425,x sib,HI73-043,x sib,14K,14,13,2
2339,LANGEBIO, ,AL/JL,HI93,UNISEM21A_870,x sib,HI93-229,x sib,14K,14,12,2
2340,LANGEBIO, ,AL/JL,HI73,UNISEM21A_561,x sib,HI73-174,x sib,14K,14,11,1
2341,LANGEBIO, ,AL/JL,HI73,UNISEM21A_616,x sib,HI73-220,x sib,14K,14,10,1
2342,LANGEBIO, ,AL/JL,HI79,UNISEM21A_35,x sib,HI79-032,x sib,14K,14,9,1
2343,LANGEBIO, ,AL/JL,HI93,UNISEM21A_722,x sib,HI93-084,x sib,14K,14,8,1
2344,LANGEBIO, ,AL/JL,HI73,UNISEM21A_406,x sib,HI73-024,x sib,14K,14,7,2
2345,LANGEBIO, ,AL/JL,HI73,UNISEM21A_533,x sib,HI73-147,x sib,14K,14,6,2
2346,LANGEBIO, ,AL/JL,HI93,UNISEM21A_876,x sib,HI93-235,x sib,14K,14,5,2
2347,LANGEBIO, ,AL/JL,HI93,UNISEM21A_959,x sib,HI93-315,x sib,14K,14,4,1
2348,LANGEBIO, ,AL/JL,HI73,UNISEM21A_555,x sib,HI73-168,x sib,14K,14,3,2
2349,LANGEBIO, ,AL/JL,HI79,UNISEM21A_88,x sib,HI79-085,x sib,14K,14,2,2
2350,LANGEBIO, ,AL/JL,HI79,UNISEM21A_258,x sib,HI79-250,x sib,14K,14,1,1
2351,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1039,x sib,HI93-039,x sib,14K,15,1,2
2352,LANGEBIO, ,AL/JL,HI73,UNISEM21A_643,x sib,HI73-246,x sib,14K,15,2,2
2353,LANGEBIO, ,AL/JL,HI79,UNISEM21A_309,x sib,HI79-301,x sib,14K,15,3,2
2354,LANGEBIO, ,AL/JL,HI93,UNISEM21A_707,x sib,HI93-070,x sib,14K,15,4,2
2355,LANGEBIO, ,AL/JL,HI93,UNISEM21A_926,x sib,HI93-282,x sib,14K,15,5,1
2356,LANGEBIO, ,AL/JL,HI79,UNISEM21A_226,x sib,HI79-220,x sib,14K,15,6,1
2357,LANGEBIO, ,AL/JL,HI73,UNISEM21A_431,x sib,HI73-049,x sib,14K,15,7,1
2358,LANGEBIO, ,AL/JL,HI79,UNISEM21A_314,x sib,HI79-306,x sib,14K,15,8,1
2359,LANGEBIO, ,AL/JL,HI73,UNISEM21A_532,x sib,HI73-146,x sib,14K,15,9,1
2360,LANGEBIO, ,AL/JL,HI79,UNISEM21A_260,x sib,HI79-252,x sib,14K,15,10,1
2361,LANGEBIO, ,AL/JL,HI93,UNISEM21A_805,x sib,HI93-164,x sib,14K,15,11,1
2362,LANGEBIO, ,AL/JL,HI93,UNISEM21A_975,x sib,HI93-330,x sib,14K,15,12,2
2363,LANGEBIO, ,AL/JL,HI93,UNISEM21A_846,x sib,HI93-205,x sib,14K,15,13,1
2364,LANGEBIO, ,AL/JL,HI79,UNISEM21A_141,x sib,HI79-137,x sib,14K,15,14,1
2365,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1007,x sib,HI93-008,x sib,14K,15,15,2
2366,LANGEBIO, ,AL/JL,HI79,UNISEM21A_46,x sib,HI79-043,x sib,14K,15,16,2
2367,LANGEBIO, ,AL/JL,HI79,UNISEM21A_150,x sib,HI79-146,x sib,14K,15,17,2
2368,LANGEBIO, ,AL/JL,HI79,UNISEM21A_48,x sib,HI79-045,x sib,14K,15,18,2
2369,LANGEBIO, ,AL/JL,HI79,UNISEM21A_44,x sib,HI79-041,x sib,14K,15,19,1
2370,LANGEBIO, ,AL/JL,HI93,UNISEM21A_868,x sib,HI93-227,x sib,14K,15,20,1
2371,LANGEBIO, ,AL/JL,HI73,UNISEM21A_528,x sib,HI73-142,x sib,14K,15,21,2
2372,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,15,22,50
2373,LANGEBIO, ,AL/JL,HI79,UNISEM21A_253,x sib,HI79-245,x sib,14K,15,23,2
2374,LANGEBIO, ,AL/JL,HI79,UNISEM21A_25,x sib,HI79-022,x sib,14K,15,24,2
2375,LANGEBIO, ,AL/JL,HI73,UNISEM21A_414,x sib,HI73-032,x sib,14K,15,25,1
2376,LANGEBIO, ,AL/JL,HI93,UNISEM21A_880,x sib,HI93-239,x sib,14K,16,25,1
2377,LANGEBIO, ,AL/JL,HI79,UNISEM21A_337,x sib,HI79-329,x sib,14K,16,24,2
2378,LANGEBIO, ,AL/JL,HI79,UNISEM21A_49,x sib,HI79-046,x sib,14K,16,23,2
2379,LANGEBIO, ,AL/JL,HI73,UNISEM21A_614,x sib,HI73-218,x sib,14K,16,22,1
2380,LANGEBIO, ,AL/JL,HI73,UNISEM21A_507,x sib,HI73-123,x sib,14K,16,21,2
2381,LANGEBIO, ,AL/JL,HI73,UNISEM21A_661,x sib,HI73-264,x sib,14K,16,20,2
2382,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1030,x sib,HI93-030,x sib,14K,16,19,2
2383,LANGEBIO, ,AL/JL,HI79,UNISEM21A_243,x sib,HI79-236,x sib,14K,16,18,1
2384,LANGEBIO, ,AL/JL,HI93,UNISEM21A_848,x sib,HI93-207,x sib,14K,16,17,1
2385,LANGEBIO, ,AL/JL,HI73,UNISEM21A_430,x sib,HI73-048,x sib,14K,16,16,1
2386,LANGEBIO, ,AL/JL,HI79,UNISEM21A_360,x sib,HI79-351,x sib,14K,16,15,1
2387,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,16,14,50
2388,LANGEBIO, ,AL/JL,HI73,UNISEM21A_493,x sib,HI73-110,x sib,14K,16,13,1
2389,LANGEBIO, ,AL/JL,HI93,UNISEM21A_915,x sib,HI93-271,x sib,14K,16,12,2
2390,LANGEBIO, ,AL/JL,HI93,UNISEM21A_964,x sib,HI93-320,x sib,14K,16,11,2
2391,LANGEBIO, ,AL/JL,HI79,UNISEM21A_136,x sib,HI79-133,x sib,14K,16,10,1
2392,LANGEBIO, ,AL/JL,HI73,UNISEM21A_578,x sib,HI73-188,x sib,14K,16,9,1
2393,LANGEBIO, ,AL/JL,HI79,UNISEM21A_52,x sib,HI79-049,x sib,14K,16,8,1
2394,LANGEBIO, ,AL/JL,HI79,UNISEM21A_46,x sib,HI79-043,x sib,14K,16,7,2
2395,LANGEBIO, ,AL/JL,HI93,UNISEM21A_924,x sib,HI93-280,x sib,14K,16,6,1
2396,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,16,5,50
2397,LANGEBIO, ,AL/JL,HI79,UNISEM21A_207,x sib,HI79-203,x sib,14K,16,4,2
2398,LANGEBIO, ,AL/JL,HI93,UNISEM21A_855,x sib,HI93-214,x sib,14K,16,3,2
2399,LANGEBIO, ,AL/JL,HI93,UNISEM21A_789,x sib,HI93-151,x sib,14K,16,2,1
2400,LANGEBIO, ,AL/JL,HI73,UNISEM21A_549,x sib,HI73-162,x sib,14K,16,1,2
2401,LANGEBIO, ,AL/JL,HI93,UNISEM21A_955,x sib,HI93-311,x sib,14K,17,1,2
2402,LANGEBIO, ,AL/JL,HI73,UNISEM21A_450,x sib,HI73-068,x sib,14K,17,2,1
2403,LANGEBIO, ,AL/JL,HI93,UNISEM21A_928,x sib,HI93-284,x sib,14K,17,3,2
2404,LANGEBIO, ,AL/JL,HI79,UNISEM21A_196,x sib,HI79-192,x sib,14K,17,4,2
2405,LANGEBIO, ,AL/JL,HI79,UNISEM21A_329,x sib,HI79-321,x sib,14K,17,5,1
2406,LANGEBIO, ,AL/JL,HI79,UNISEM21A_366,x sib,HI79-357,x sib,14K,17,6,1
2407,LANGEBIO, ,AL/JL,HI73,UNISEM21A_425,x sib,HI73-043,x sib,14K,17,7,2
2408,LANGEBIO, ,AL/JL,HI73,UNISEM21A_516,x sib,HI73-131,x sib,14K,17,8,2
2409,LANGEBIO, ,AL/JL,HI79,UNISEM21A_138,x sib,HI79-135,x sib,14K,17,9,1
2410,LANGEBIO, ,AL/JL,HI79,UNISEM21A_66,x sib,HI79-063,x sib,14K,17,10,2
2411,LANGEBIO, ,AL/JL,HI73,UNISEM21A_588,x sib,HI73-196,x sib,14K,17,11,1
2412,LANGEBIO, ,AL/JL,HI79,UNISEM21A_158,x sib,HI79-154,x sib,14K,17,12,1
2413,LANGEBIO, ,AL/JL,HI79,UNISEM21A_326,x sib,HI79-318,x sib,14K,17,13,2
2414,LANGEBIO, ,AL/JL,HI79,UNISEM21A_160,x sib,HI79-156,x sib,14K,17,14,1
2415,LANGEBIO, ,AL/JL,HI73,UNISEM21A_602,x sib,HI73-209,x sib,14K,17,15,1
2416,LANGEBIO, ,AL/JL,HI79,UNISEM21A_294,x sib,HI79-286,x sib,14K,17,16,2
2417,LANGEBIO, ,AL/JL,HI79,UNISEM21A_379,x sib,HI79-370,x sib,14K,17,17,1
2418,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,17,18,50
2419,LANGEBIO, ,AL/JL,HI73,UNISEM21A_625,x sib,HI73-228,x sib,14K,17,19,1
2420,LANGEBIO, ,AL/JL,HI93,UNISEM21A_686,x sib,HI93-049,x sib,14K,17,20,2
2421,LANGEBIO, ,AL/JL,HI79,UNISEM21A_266,x sib,HI79-258,x sib,14K,17,21,1
2422,LANGEBIO, ,AL/JL,HI79,UNISEM21A_330,x sib,HI79-322,x sib,14K,17,22,1
2423,LANGEBIO, ,AL/JL,HI79,UNISEM21A_209,x sib,HI79-205,x sib,14K,17,23,1
2424,LANGEBIO, ,AL/JL,HI79,UNISEM21A_365,x sib,HI79-356,x sib,14K,17,24,2
2425,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1015,x sib,HI93-016,x sib,14K,17,25,1
2426,LANGEBIO, ,AL/JL,HI79,UNISEM21A_63,x sib,HI79-060,x sib,14K,18,25,1
2427,LANGEBIO, ,AL/JL,HI79,UNISEM21A_357,x sib,HI79-348,x sib,14K,18,24,1
2428,LANGEBIO, ,AL/JL,HI79,UNISEM21A_382,x sib,HI79-373,x sib,14K,18,23,1
2429,LANGEBIO, ,AL/JL,HI79,UNISEM21A_146,x sib,HI79-142,x sib,14K,18,22,1
2430,LANGEBIO, ,AL/JL,HI73,UNISEM21A_455,x sib,HI73-073,x sib,14K,18,21,1
2431,LANGEBIO, ,AL/JL,HI93,UNISEM21A_892,x sib,HI93-249,x sib,14K,18,20,1
2432,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,18,19,50
2433,LANGEBIO, ,AL/JL,HI73,UNISEM21A_484,x sib,HI73-101,x sib,14K,18,18,1
2434,LANGEBIO, ,AL/JL,HI73,UNISEM21A_439,x sib,HI73-057,x sib,14K,18,17,1
2435,LANGEBIO, ,AL/JL,HI73,UNISEM21A_472,x sib,HI73-090,x sib,14K,18,16,2
2436,LANGEBIO, ,AL/JL,HI73,UNISEM21A_551,x sib,HI73-164,x sib,14K,18,15,2
2437,LANGEBIO, ,AL/JL,HI79,UNISEM21A_92,x sib,HI79-089,x sib,14K,18,14,1
2438,LANGEBIO, ,AL/JL,HI93,UNISEM21A_735,x sib,HI93-097,x sib,14K,18,13,1
2439,LANGEBIO, ,AL/JL,HI73,UNISEM21A_666,x sib,HI73-268,x sib,14K,18,12,1
2440,LANGEBIO, ,AL/JL,HI79,UNISEM21A_265,x sib,HI79-257,x sib,14K,18,11,1
2441,LANGEBIO, ,AL/JL,HI93,UNISEM21A_826,x sib,HI93-185,x sib,14K,18,10,1
2442,LANGEBIO, ,AL/JL,HI73,UNISEM21A_510,x sib,HI73-126,x sib,14K,18,9,1
2443,LANGEBIO, ,AL/JL,HI73,UNISEM21A_443,x sib,HI73-061,x sib,14K,18,8,1
2444,LANGEBIO, ,AL/JL,HI79,UNISEM21A_33,x sib,HI79-030,x sib,14K,18,7,1
2445,LANGEBIO, ,AL/JL,HI79,UNISEM21A_98,x sib,HI79-095,x sib,14K,18,6,2
2446,LANGEBIO, ,AL/JL,HI79,UNISEM21A_118,x sib,HI79-115,x sib,14K,18,5,1
2447,LANGEBIO, ,AL/JL,HI93,UNISEM21A_808,x sib,HI93-167,x sib,14K,18,4,1
2448,LANGEBIO, ,AL/JL,HI93,UNISEM21A_723,x sib,HI93-085,x sib,14K,18,3,2
2449,LANGEBIO, ,AL/JL,HI93,UNISEM21A_897,x sib,HI93-253,x sib,14K,18,2,2
2450,LANGEBIO, ,AL/JL,HI79,UNISEM21A_116,x sib,HI79-113,x sib,14K,18,1,1
2451,LANGEBIO, ,AL/JL,HI73,UNISEM21A_467,x sib,HI73-085,x sib,14K,19,1,2
2452,LANGEBIO, ,AL/JL,HI73,UNISEM21A_428,x sib,HI73-046,x sib,14K,19,2,2
2453,LANGEBIO, ,AL/JL,HI79,UNISEM21A_171,x sib,HI79-167,x sib,14K,19,3,2
2454,LANGEBIO, ,AL/JL,HI79,UNISEM21A_359,x sib,HI79-350,x sib,14K,19,4,1
2455,LANGEBIO, ,AL/JL,HI79,UNISEM21A_318,x sib,HI79-310,x sib,14K,19,5,2
2456,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,19,6,50
2457,LANGEBIO, ,AL/JL,HI79,UNISEM21A_40,x sib,HI79-037,x sib,14K,19,7,1
2458,LANGEBIO, ,AL/JL,HI73,UNISEM21A_667,x sib,HI73-269,x sib,14K,19,8,1
2459,LANGEBIO, ,AL/JL,HI93,UNISEM21A_879,x sib,HI93-238,x sib,14K,19,9,1
2460,LANGEBIO, ,AL/JL,HI79,UNISEM21A_227,x sib,HI79-221,x sib,14K,19,10,2
2461,LANGEBIO, ,AL/JL,HI73,UNISEM21A_467,x sib,HI73-085,x sib,14K,19,11,2
2462,LANGEBIO, ,AL/JL,HI93,UNISEM21A_983,x sib,HI93-338,x sib,14K,19,12,1
2463,LANGEBIO, ,AL/JL,HI73,UNISEM21A_416,x sib,HI73-034,x sib,14K,19,13,1
2464,LANGEBIO, ,AL/JL,HI73,UNISEM21A_555,x sib,HI73-168,x sib,14K,19,14,2
2465,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1030,x sib,HI93-030,x sib,14K,19,15,2
2466,LANGEBIO, ,AL/JL,HI79,UNISEM21A_354,x sib,HI79-345,x sib,14K,19,16,1
2467,LANGEBIO, ,AL/JL,HI79,UNISEM21A_73,x sib,HI79-070,x sib,14K,19,17,1
2468,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1000,x sib,HI93-001,x sib,14K,19,18,1
2469,LANGEBIO, ,AL/JL,HI79,UNISEM21A_117,x sib,HI79-114,x sib,14K,19,19,1
2470,LANGEBIO, ,AL/JL,HI79,UNISEM21A_97,x sib,HI79-094,x sib,14K,19,20,1
2471,LANGEBIO, ,AL/JL,HI79,UNISEM21A_29,x sib,HI79-026,x sib,14K,19,21,2
2472,LANGEBIO, ,AL/JL,HI79,UNISEM21A_64,x sib,HI79-061,x sib,14K,19,22,1
2473,LANGEBIO, ,AL/JL,HI93,UNISEM21A_767,x sib,HI93-129,x sib,14K,19,23,1
2474,LANGEBIO, ,AL/JL,HI73,UNISEM21A_583,x sib,HI73-191,x sib,14K,19,24,2
2475,LANGEBIO, ,AL/JL,HI93,UNISEM21A_698,x sib,HI93-061,x sib,14K,19,25,2
2476,LANGEBIO, ,AL/JL,HI93,UNISEM21A_940,x sib,HI93-296,x sib,14K,20,25,2
2477,LANGEBIO, ,AL/JL,HI79,UNISEM21A_51,x sib,HI79-048,x sib,14K,20,24,1
2478,LANGEBIO, ,AL/JL,HI79,UNISEM21A_290,x sib,HI79-282,x sib,14K,20,23,2
2479,LANGEBIO, ,AL/JL,HI79,UNISEM21A_175,x sib,HI79-171,x sib,14K,20,22,1
2480,LANGEBIO, ,AL/JL,HI73,UNISEM21A_657,x sib,HI73-260,x sib,14K,20,21,2
2481,LANGEBIO, ,AL/JL,HI79,UNISEM21A_293,x sib,HI79-285,x sib,14K,20,20,1
2482,LANGEBIO, ,AL/JL,CHECK,NA,x sib,CHECK,x sib,14K,20,19,50
2483,LANGEBIO, ,AL/JL,HI73,UNISEM21A_469,x sib,HI73-087,x sib,14K,20,18,2
2484,LANGEBIO, ,AL/JL,HI73,UNISEM21A_571,x sib,HI73-181,x sib,14K,20,17,2
2485,LANGEBIO, ,AL/JL,HI93,UNISEM21A_835,x sib,HI93-194,x sib,14K,20,16,2
2486,LANGEBIO, ,AL/JL,HI93,UNISEM21A_932,x sib,HI93-288,x sib,14K,20,15,1
2487,LANGEBIO, ,AL/JL,HI93,UNISEM21A_860,x sib,HI93-219,x sib,14K,20,14,1
2488,LANGEBIO, ,AL/JL,HI93,UNISEM21A_709,x sib,HI93-072,x sib,14K,20,13,2
2489,LANGEBIO, ,AL/JL,HI93,UNISEM21A_810,x sib,HI93-169,x sib,14K,20,12,1
2490,LANGEBIO, ,AL/JL,HI79,UNISEM21A_313,x sib,HI79-305,x sib,14K,20,11,2
2491,LANGEBIO, ,AL/JL,HI73,UNISEM21A_650,x sib,HI73-253,x sib,14K,20,10,2
2492,LANGEBIO, ,AL/JL,HI93,UNISEM21A_683,x sib,HI93-046,x sib,14K,20,9,1
2493,LANGEBIO, ,AL/JL,HI73,UNISEM21A_582,x sib,HI73-190,x sib,14K,20,8,1
2494,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1013,x sib,HI93-014,x sib,14K,20,7,1
2495,LANGEBIO, ,AL/JL,HI73,UNISEM21A_478,x sib,HI73-095,x sib,14K,20,6,2
2496,LANGEBIO, ,AL/JL,HI93,UNISEM21A_1019,x sib,HI93-019,x sib,14K,20,5,1
2497,LANGEBIO, ,AL/JL,HI79,UNISEM21A_284,x sib,HI79-276,x sib,14K,20,4,1
2498,LANGEBIO, ,AL/JL,HI73,UNISEM21A_401,x sib,HI73-019,x sib,14K,20,3,1
2499,LANGEBIO, ,AL/JL,HI79,UNISEM21A_363,x sib,HI79-354,x sib,14K,20,2,1
2500,LANGEBIO, ,AL/JL,HI79,UNISEM21A_67,x sib,HI79-064,x sib,14K,20,1,1
